B_born,B_rel,G_born,G_rel,N,P,c2,maxF,nb,phi,sec,seed,status,z
52.21619355008091,37.71666415024809,30.761290866625206,8.146021675180158,128,1.3073820337665438,0.2946614386738132,8.887701595516884e-09,127,0.672,0.38051867485046387,0,accepted,7.4015748031496065
51.66114262087906,36.88665060298501,29.485458937241383,7.896842600869395,128,1.260099571700057,0.28817695783582037,1.6886825892487023e-08,128,0.672,0.5987322330474854,1,accepted,7.265625
51.43788320562699,39.025091740518214,28.21114298911497,4.040409233989848,128,1.4106103083163715,0.30488352922279854,6.3927126127405476e-09,127,0.672,0.49872636795043945,2,accepted,7.291338582677166
50.66188509085426,34.99479440645467,29.31982285292356,6.0141060541810525,128,1.1288074180960639,0.27339683130042713,1.3024190363350452e-08,127,0.672,1.240738868713379,3,accepted,7.181102362204724
53.544088434922465,36.697383200911744,30.221757771244874,0.5224514099214979,128,1.8623546728584721,0.286698306257123,9.952850007696745e-09,128,0.685,0.6386058330535889,0,accepted,7.53125
52.43576603601404,38.677879337321194,28.67083791713729,9.525559052454803,128,1.6352858028300385,0.30217093232282183,1.1259413442397948e-08,126,0.685,0.8946893215179443,1,accepted,7.492063492063492
53.8791612181969,35.803167252363735,32.747353542770085,10.746140923372288,128,1.65007009080037,0.2797122441590917,8.467604046755173e-09,127,0.685,0.57596755027771,2,accepted,7.637795275590551
53.211046611144184,30.474567614683803,29.70165744202467,3.6551838827484,128,1.7763511275421784,0.2380825594897172,1.2341663155855664e-08,128,0.685,0.971893310546875,3,accepted,7.484375
56.31079868470358,40.4614962174132,32.134346830215904,10.694356850379318,128,2.6058740072818867,0.3161054391985406,2.947349934945276e-08,128,0.7,0.4590306282043457,0,accepted,7.921875
55.86929244562361,42.329456654677884,30.36453078865253,7.394932098422139,128,2.539174333383759,0.33069888011467097,1.3720658990912238e-08,127,0.7,0.5507338047027588,1,accepted,7.921259842519685
56.19860755570748,40.822101128951424,30.292129495081937,7.205656903457129,128,2.734829085350517,0.318922665069933,4.768557279621367e-09,128,0.7,0.46511220932006836,2,accepted,7.90625
56.533055530577094,43.86317167394582,31.79144574369904,8.332632956344895,128,2.714581128640867,0.34268102870270173,9.595098030348859e-09,128,0.7,0.45577120780944824,3,accepted,7.953125
58.29366408062766,44.68387797047267,29.561107672587724,10.556978227784288,128,3.6441807669489585,0.34909279664431775,1.4742466017056421e-08,128,0.72,0.4002048969268799,0,accepted,8.203125
57.73836574369587,43.98832252154645,31.110574774124718,6.824169200500801,128,3.555843880143693,0.34365876969958165,1.1139021160316842e-08,127,0.72,0.5914123058319092,1,accepted,8.188976377952756
57.40662620341604,42.43916074993675,31.421186636906622,9.611393602321431,128,3.406705993394521,0.33155594335888083,5.412480515859519e-09,128,0.72,0.48081278800964355,2,accepted,8.078125
58.29769906519358,44.68858170150082,31.105880364892958,11.74825787975184,128,3.3957232807131845,0.3491295445429752,6.536021647518542e-09,128,0.72,0.5074005126953125,3,accepted,8.203125
91.44394458483622,60.272391191498656,54.688990973097944,3.9766447770018942,256,0.4901147789230806,0.23543902809179162,1.01120257799776e-08,251,0.65,5.578706741333008,0,accepted,6.557768924302789
92.77698581490938,64.54660717045134,53.71783457660975,6.163329039573796,256,0.6555061670878286,0.25213518425957554,7.725024127325231e-10,250,0.65,10.639736890792847,1,accepted,6.68
88.66613232557069,54.17094478477735,54.48660740479445,5.311431019342827,256,0.502268744389678,0.2116052530655365,7.623983624971409e-09,245,0.65,5.044367074966431,2,accepted,6.514285714285714
91.5545836902183,59.11964393132947,54.95483797742615,6.037236297666304,256,0.6886041121698775,0.23093610910675574,5.1255551200904415e-09,249,0.65,2.8441083431243896,3,accepted,6.618473895582329
95.1097295927279,66.14264660346043,56.063380641750015,7.385781881214051,256,0.8630586973832242,0.2583697132947673,4.8512169906200775e-09,253,0.655,5.328314542770386,0,accepted,6.766798418972332
98.21900984457153,69.18067491636485,60.599217203476414,12.263091905064663,256,1.3415416191347553,0.2702370113920502,9.478969970055928e-09,253,0.655,4.004055976867676,1,accepted,6.988142292490118
93.99892273083036,61.44375323225954,54.70268006976596,7.7695454482763395,256,0.7367984488962934,0.24001466106351382,4.965297210716979e-09,253,0.655,3.7777819633483887,2,accepted,6.687747035573122
95.44190929335733,66.31742604031913,52.98448945138783,9.046251972758284,256,1.1775737526035666,0.2590524454699966,7.080691959409496e-09,250,0.655,3.0325100421905518,3,accepted,6.872
97.88437230906084,69.25205892977081,56.601450391604786,5.386438893159848,256,1.5849667383430048,0.27051585519441723,1.7956785509920525e-08,253,0.662,4.358144044876099,0,accepted,6.9644268774703555
98.55215315442906,68.4029370108226,60.57611935267199,4.820205748745408,256,1.361482394025641,0.26719897269852577,2.4162230426519327e-08,254,0.662,7.804833173751831,1,accepted,6.984251968503937
98.32883626212704,67.8108145700397,56.504590830613054,7.6564035382177735,256,1.5776704003873334,0.26488599441421756,1.2580881409568478e-08,253,0.662,3.363279342651367,2,accepted,6.996047430830039
99.10662769367273,65.70998371894345,62.3911872284433,8.904921298017655,256,1.5442516483720554,0.25667962390212284,4.859699237469428e-08,255,0.662,5.084005355834961,3,accepted,6.996078431372549
102.54655217924997,68.95481059636823,58.90836199962348,6.933271684582984,256,2.2365441233415786,0.2693547288920634,7.2608882795144325e-09,254,0.672,3.3554701805114746,0,accepted,7.267716535433071
103.76395422426903,74.24925719454305,56.0632677269426,8.818426914506063,256,2.8213082225725556,0.2900361609161838,1.6424291012298586e-08,255,0.672,3.763249635696411,1,accepted,7.325490196078431
102.21426929793859,69.63190133807345,58.64906665841913,8.640302143433594,256,2.116371767675151,0.2719996146018494,2.184863640009027e-08,255,0.672,3.7389957904815674,2,accepted,7.215686274509804
101.76958876137573,72.2420332516844,59.768483337917445,13.54388339503123,256,2.160349810198682,0.2821954423893922,6.916040061390877e-09,252,0.672,2.654740333557129,3,accepted,7.26984126984127
105.31386153835845,72.23634471508922,57.72769574559983,9.245203576735953,256,3.3493834824245248,0.28217322154331725,3.403842598059814e-08,253,0.685,4.282862186431885,0,accepted,7.4940711462450595
107.97529870957538,76.65565314204164,63.80384346411587,11.36985511177543,256,3.8791017127644403,0.29943614508610017,8.015211585936377e-08,256,0.685,3.4533398151397705,1,accepted,7.59375
108.20119108967876,79.48768466398788,64.30390262117842,18.942981127958994,256,3.5456118687659277,0.31049876821870265,2.6029830645091234e-08,256,0.685,2.2501752376556396,2,accepted,7.609375
106.53377527182776,76.15139697252629,59.46086665606262,10.775935205174335,256,3.606770990873082,0.2974663944239308,3.4295179646398177e-08,254,0.685,2.661013603210449,3,accepted,7.551181102362205
112.18300984371758,83.93995446518781,61.895768702518,17.189417581438484,256,5.001321716093528,0.3278904471296399,4.007053709415703e-08,255,0.7,1.9549534320831299,0,accepted,7.921568627450981
110.52003091560385,81.89726770771261,64.06477945744012,11.847014825799128,256,4.616091339633068,0.3199112019832524,1.8777488397514475e-08,255,0.7,2.409756898880005,1,accepted,7.803921568627451
111.95822671777839,80.89119646300283,61.45547018845706,19.968045793965935,256,5.194869176958986,0.3159812361836048,1.2281816862136363e-08,256,0.7,3.468061923980713,2,accepted,7.875
113.06894650923294,87.47220819704127,60.35129195332061,18.12508806704608,256,5.212095324839797,0.34168831326969246,2.97141383234778e-08,255,0.7,1.776735782623291,3,accepted,7.984313725490196
117.26197337100018,92.88801540509232,60.41216297761951,12.713882444877939,256,6.993614153808918,0.36284381017614187,2.4507470275381138e-08,256,0.72,2.386474847793579,0,accepted,8.25
118.26242363969475,94.1655915927939,61.46203997523165,11.062101601969339,256,6.985948595908494,0.3678343421593512,2.401379017857863e-08,256,0.72,2.8236522674560547,1,accepted,8.3203125
117.81689914851735,90.70962656914627,64.2899146221787,22.399168140516117,256,6.741702730525373,0.3543344787857276,2.784265112909523e-08,256,0.72,1.5274076461791992,2,accepted,8.2890625
117.4806498607617,86.79446483757005,61.886332865271214,19.603781262118652,256,7.099399356218406,0.339040878271758,1.8621096034045215e-08,256,0.72,1.229036569595337,3,accepted,8.265625
