B_born,B_rel,G_born,G_rel,N,P,c2,maxF,nb,phi,sec,seed,status,z
91.5545836902183,59.11964393132947,54.95483797742615,6.037236297666304,256,0.6886041121698775,0.23093610910675574,5.1255551200904415e-09,249,0.65,2.5704197883605957,3,accepted,6.618473895582329
95.1097295927279,66.14264660346043,56.063380641750015,7.385781881214051,256,0.8630586973832242,0.2583697132947673,4.8512169906200775e-09,253,0.655,4.618249416351318,0,accepted,6.766798418972332
98.21900984457153,69.18067491636485,60.599217203476414,12.263091905064663,256,1.3415416191347553,0.2702370113920502,9.478969970055928e-09,253,0.655,3.5115749835968018,1,accepted,6.988142292490118
93.99892273083036,61.44375323225954,54.70268006976596,7.7695454482763395,256,0.7367984488962934,0.24001466106351382,4.965297210716979e-09,253,0.655,3.3422253131866455,2,accepted,6.687747035573122
95.44190929335733,66.31742604031913,52.98448945138783,9.046251972758284,256,1.1775737526035666,0.2590524454699966,7.080691959409496e-09,250,0.655,2.6323018074035645,3,accepted,6.872
97.88437230906084,69.25205892977081,56.601450391604786,5.386438893159848,256,1.5849667383430048,0.27051585519441723,1.7956785509920525e-08,253,0.662,3.819960594177246,0,accepted,6.9644268774703555
98.55215315442906,68.4029370108226,60.57611935267199,4.820205748745408,256,1.361482394025641,0.26719897269852577,2.4162230426519327e-08,254,0.662,6.958429574966431,1,accepted,6.984251968503937
98.32883626212704,67.8108145700397,56.504590830613054,7.6564035382177735,256,1.5776704003873334,0.26488599441421756,1.2580881409568478e-08,253,0.662,3.048433542251587,2,accepted,6.996047430830039
99.10662769367273,65.70998371894345,62.3911872284433,8.904921298017655,256,1.5442516483720554,0.25667962390212284,4.859699237469428e-08,255,0.662,4.59611964225769,3,accepted,6.996078431372549
102.54655217924997,68.95481059636823,58.90836199962348,6.933271684582984,256,2.2365441233415786,0.2693547288920634,7.2608882795144325e-09,254,0.672,3.0130395889282227,0,accepted,7.267716535433071
103.76395422426903,74.24925719454305,56.0632677269426,8.818426914506063,256,2.8213082225725556,0.2900361609161838,1.6424291012298586e-08,255,0.672,3.375753164291382,1,accepted,7.325490196078431
102.21426929793859,69.63190133807345,58.64906665841913,8.640302143433594,256,2.116371767675151,0.2719996146018494,2.184863640009027e-08,255,0.672,3.377073287963867,2,accepted,7.215686274509804
101.76958876137573,72.2420332516844,59.768483337917445,13.54388339503123,256,2.160349810198682,0.2821954423893922,6.916040061390877e-09,252,0.672,2.351034164428711,3,accepted,7.26984126984127
105.31386153835845,72.23634471508922,57.72769574559983,9.245203576735953,256,3.3493834824245248,0.28217322154331725,3.403842598059814e-08,253,0.685,3.8837051391601562,0,accepted,7.4940711462450595
107.97529870957538,76.65565314204164,63.80384346411587,11.36985511177543,256,3.8791017127644403,0.29943614508610017,8.015211585936377e-08,256,0.685,2.9600894451141357,1,accepted,7.59375
108.20119108967876,79.48768466398788,64.30390262117842,18.942981127958994,256,3.5456118687659277,0.31049876821870265,2.6029830645091234e-08,256,0.685,2.00602126121521,2,accepted,7.609375
106.53377527182776,76.15139697252629,59.46086665606262,10.775935205174335,256,3.606770990873082,0.2974663944239308,3.4295179646398177e-08,254,0.685,2.3581347465515137,3,accepted,7.551181102362205
112.18300984371758,83.93995446518781,61.895768702518,17.189417581438484,256,5.001321716093528,0.3278904471296399,4.007053709415703e-08,255,0.7,1.6983869075775146,0,accepted,7.921568627450981
110.52003091560385,81.89726770771261,64.06477945744012,11.847014825799128,256,4.616091339633068,0.3199112019832524,1.8777488397514475e-08,255,0.7,2.1136395931243896,1,accepted,7.803921568627451
111.95822671777839,80.89119646300283,61.45547018845706,19.968045793965935,256,5.194869176958986,0.3159812361836048,1.2281816862136363e-08,256,0.7,3.040752649307251,2,accepted,7.875
113.06894650923294,87.47220819704127,60.35129195332061,18.12508806704608,256,5.212095324839797,0.34168831326969246,2.97141383234778e-08,255,0.7,1.6112020015716553,3,accepted,7.984313725490196
117.26197337100018,92.88801540509232,60.41216297761951,12.713882444877939,256,6.993614153808918,0.36284381017614187,2.4507470275381138e-08,256,0.72,2.0762548446655273,0,accepted,8.25
118.26242363969475,94.1655915927939,61.46203997523165,11.062101601969339,256,6.985948595908494,0.3678343421593512,2.401379017857863e-08,256,0.72,2.4501359462738037,1,accepted,8.3203125
117.81689914851735,90.70962656914627,64.2899146221787,22.399168140516117,256,6.741702730525373,0.3543344787857276,2.784265112909523e-08,256,0.72,1.3535325527191162,2,accepted,8.2890625
117.4806498607617,86.79446483757005,61.886332865271214,19.603781262118652,256,7.099399356218406,0.339040878271758,1.8621096034045215e-08,256,0.72,1.0451345443725586,3,accepted,8.265625
